person_relationship_id,person_relationship_sequence,person_id_1,relationship_type,person_id_2,relationship_category,reference_id,relationship_notes
Nahor_2:Buz_1:297,297,Nahor_2,father,Buz_1,explicit,GEN 22:21,
Buz_1:Nahor_2:298,298,Buz_1,son,Nahor_2,inferred,GEN 22:21,
Milcah_1:Buz_1:299,299,Milcah_1,mother,Buz_1,explicit,GEN 22:21,
Buz_1:Milcah_1:300,300,Buz_1,son,Milcah_1,inferred,GEN 22:21,
Nahor_2:Kemuel_1:301,301,Nahor_2,father,Kemuel_1,explicit,GEN 22:21,
Kemuel_1:Nahor_2:302,302,Kemuel_1,son,Nahor_2,inferred,GEN 22:21,
Milcah_1:Kemuel_1:303,303,Milcah_1,mother,Kemuel_1,explicit,GEN 22:21,
Kemuel_1:Milcah_1:304,304,Kemuel_1,son,Milcah_1,inferred,GEN 22:21,
Kemuel_1:Aram_2:305,305,Kemuel_1,father,Aram_2,explicit,GEN 22:21,
Aram_2:Kemuel_1:306,306,Aram_2,son,Kemuel_1,inferred,GEN 22:21,
Nahor_2:Chesed_1:307,307,Nahor_2,father,Chesed_1,explicit,GEN 22:22,
Chesed_1:Nahor_2:308,308,Chesed_1,son,Nahor_2,inferred,GEN 22:22,
Milcah_1:Chesed_1:309,309,Milcah_1,mother,Chesed_1,explicit,GEN 22:22,
Chesed_1:Milcah_1:310,310,Chesed_1,son,Milcah_1,inferred,GEN 22:22,
Nahor_2:Hazo_1:311,311,Nahor_2,father,Hazo_1,explicit,GEN 22:22,
Hazo_1:Nahor_2:312,312,Hazo_1,son,Nahor_2,inferred,GEN 22:22,
Milcah_1:Hazo_1:313,313,Milcah_1,mother,Hazo_1,explicit,GEN 22:22,
Hazo_1:Milcah_1:314,314,Hazo_1,son,Milcah_1,inferred,GEN 22:22,
Nahor_2:Pildash_1:315,315,Nahor_2,father,Pildash_1,explicit,GEN 22:22,
Pildash_1:Nahor_2:316,316,Pildash_1,son,Nahor_2,inferred,GEN 22:22,
Milcah_1:Pildash_1:317,317,Milcah_1,mother,Pildash_1,explicit,GEN 22:22,
Pildash_1:Milcah_1:318,318,Pildash_1,son,Milcah_1,inferred,GEN 22:22,
Nahor_2:Jidlaph_1:319,319,Nahor_2,father,Jidlaph_1,explicit,GEN 22:22,
Jidlaph_1:Nahor_2:320,320,Jidlaph_1,son,Nahor_2,inferred,GEN 22:22,
Milcah_1:Jidlaph_1:321,321,Milcah_1,mother,Jidlaph_1,explicit,GEN 22:22,
Jidlaph_1:Milcah_1:322,322,Jidlaph_1,son,Milcah_1,inferred,GEN 22:22,
Nahor_2:Bethuel_1:323,323,Nahor_2,father,Bethuel_1,explicit,GEN 22:22,
Bethuel_1:Nahor_2:324,324,Bethuel_1,son,Nahor_2,inferred,GEN 22:22,
Milcah_1:Bethuel_1:325,325,Milcah_1,mother,Bethuel_1,explicit,GEN 22:22,
Bethuel_1:Milcah_1:326,326,Bethuel_1,son,Milcah_1,inferred,GEN 22:22,
Bethuel_1:Rebekah_1:327,327,Bethuel_1,father,Rebekah_1,explicit,GEN 22:23,
Rebekah_1:Bethuel_1:328,328,Rebekah_1,daughter,Bethuel_1,inferred,GEN 22:23,
Reumah_1:Nahor_2:329,329,Reumah_1,concubine,Nahor_2,explicit,GEN 22:24,
Nahor_2:Reumah_1:330,330,Nahor_2,concubine,Reumah_1,inferred,GEN 22:24,
Nahor_2:Tebah_1:331,331,Nahor_2,father,Tebah_1,inferred,GEN 22:24,
Tebah_1:Nahor_2:332,332,Tebah_1,son,Nahor_2,inferred,GEN 22:24,
Reumah_1:Tebah_1:333,333,Reumah_1,mother,Tebah_1,explicit,GEN 22:24,
Tebah_1:Reumah_1:334,334,Tebah_1,son,Reumah_1,inferred,GEN 22:24,
Nahor_2:Gaham_1:335,335,Nahor_2,father,Gaham_1,inferred,GEN 22:24,
Gaham_1:Nahor_2:336,336,Gaham_1,son,Nahor_2,inferred,GEN 22:24,
Reumah_1:Gaham_1:337,337,Reumah_1,mother,Gaham_1,explicit,GEN 22:24,
Gaham_1:Reumah_1:338,338,Gaham_1,son,Reumah_1,inferred,GEN 22:24,
Nahor_2:Tahash_1:339,339,Nahor_2,father,Tahash_1,inferred,GEN 22:24,
Tahash_1:Nahor_2:340,340,Tahash_1,son,Nahor_2,inferred,GEN 22:24,
Reumah_1:Tahash_1:341,341,Reumah_1,mother,Tahash_1,explicit,GEN 22:24,
Tahash_1:Reumah_1:342,342,Tahash_1,son,Reumah_1,inferred,GEN 22:24,
Nahor_2:Maacah_1:343,343,Nahor_2,father,Maacah_1,inferred,GEN 22:24,
Maacah_1:Nahor_2:344,344,Maacah_1,son,Nahor_2,inferred,GEN 22:24,
Reumah_1:Maacah_1:345,345,Reumah_1,mother,Maacah_1,explicit,GEN 22:24,
Maacah_1:Reumah_1:346,346,Maacah_1,son,Reumah_1,inferred,GEN 22:24,
Zohar_1:Ephron_1:347,347,Zohar_1,father,Ephron_1,inferred,GEN 23:8,
Ephron_1:Zohar_1:348,348,Ephron_1,son,Zohar_1,explicit,GEN 23:8,
Heth_1:Zohar_1:349,349,Heth_1,ancestor,Zohar_1,inferred,GEN 23:10,
Zohar_1:Heth_1:350,350,Zohar_1,descendant,Heth_1,inferred,GEN 23:10,
Heth_1:Ephron_1:351,351,Heth_1,ancestor,Ephron_1,inferred,GEN 23:10,
Ephron_1:Heth_1:352,352,Ephron_1,descendant,Heth_1,inferred,GEN 23:10,
Laban_1:Rebekah_1:353,353,Laban_1,brother,Rebekah_1,explicit,GEN 24:29,
Rebekah_1:Laban_1:354,354,Rebekah_1,sister,Laban_1,inferred,GEN 24:29,
Abram_1:Keturah_1:355,355,Abram_1,husband,Keturah_1,inferred,GEN 25:1,
Keturah_1:Abram_1:356,356,Keturah_1,wife,Abram_1,explicit,GEN 25:1,
Abram_1:Zimran_1:357,357,Abram_1,father,Zimran_1,explicit,GEN 25:2,
Zimran_1:Abram_1:358,358,Zimran_1,son,Abram_1,inferred,GEN 25:2,
Keturah_1:Zimran_1:359,359,Keturah_1,mother,Zimran_1,explicit,GEN 25:2,
Zimran_1:Keturah_1:360,360,Zimran_1,son,Keturah_1,inferred,GEN 25:2,
Abram_1:Jokshan_1:361,361,Abram_1,father,Jokshan_1,explicit,GEN 25:2,
Jokshan_1:Abram_1:362,362,Jokshan_1,son,Abram_1,inferred,GEN 25:2,
Keturah_1:Jokshan_1:363,363,Keturah_1,mother,Jokshan_1,explicit,GEN 25:2,
Jokshan_1:Keturah_1:364,364,Jokshan_1,son,Keturah_1,inferred,GEN 25:2,
Abram_1:Medan_1:365,365,Abram_1,father,Medan_1,explicit,GEN 25:2,
Medan_1:Abram_1:366,366,Medan_1,son,Abram_1,inferred,GEN 25:2,
Keturah_1:Medan_1:367,367,Keturah_1,mother,Medan_1,explicit,GEN 25:2,
Medan_1:Keturah_1:368,368,Medan_1,son,Keturah_1,inferred,GEN 25:2,
Abram_1:Midian_1:369,369,Abram_1,father,Midian_1,explicit,GEN 25:2,
Midian_1:Abram_1:370,370,Midian_1,son,Abram_1,inferred,GEN 25:2,
Keturah_1:Midian_1:371,371,Keturah_1,mother,Midian_1,explicit,GEN 25:2,
Midian_1:Keturah_1:372,372,Midian_1,son,Keturah_1,inferred,GEN 25:2,
Abram_1:Ishbak_1:373,373,Abram_1,father,Ishbak_1,explicit,GEN 25:2,
Ishbak_1:Abram_1:374,374,Ishbak_1,son,Abram_1,inferred,GEN 25:2,
Keturah_1:Ishbak_1:375,375,Keturah_1,mother,Ishbak_1,explicit,GEN 25:2,
Ishbak_1:Keturah_1:376,376,Ishbak_1,son,Keturah_1,inferred,GEN 25:2,
Abram_1:Shuah_1:377,377,Abram_1,father,Shuah_1,explicit,GEN 25:2,
Shuah_1:Abram_1:378,378,Shuah_1,son,Abram_1,inferred,GEN 25:2,
Keturah_1:Shuah_1:379,379,Keturah_1,mother,Shuah_1,explicit,GEN 25:2,
Shuah_1:Keturah_1:380,380,Shuah_1,son,Keturah_1,inferred,GEN 25:2,
Jokshan_1:Sheba_3:381,381,Jokshan_1,father,Sheba_3,explicit,GEN 25:2,
Sheba_3:Jokshan_1:382,382,Sheba_3,son,Jokshan_1,inferred,GEN 25:2,
Jokshan_1:Dedan_2:383,383,Jokshan_1,father,Dedan_2,explicit,GEN 25:3,
Dedan_2:Jokshan_1:384,384,Dedan_2,son,Jokshan_1,inferred,GEN 25:3,
Dedan_2:Asshur_2:385,385,Dedan_2,father,Asshur_2,inferred,GEN 25:3,
Asshur_2:Dedan_2:386,386,Asshur_2,son,Dedan_2,explicit,GEN 25:3,
Dedan_2:Letush_1:387,387,Dedan_2,father,Letush_1,inferred,GEN 25:3,
Letush_1:Dedan_2:388,388,Letush_1,son,Dedan_2,explicit,GEN 25:3,
Dedan_2:Leum_1:389,389,Dedan_2,father,Leum_1,inferred,GEN 25:3,
Leum_1:Dedan_2:390,390,Leum_1,son,Dedan_2,explicit,GEN 25:3,
Midian_1:Ephah_1:391,391,Midian_1,father,Ephah_1,inferred,GEN 25:4,
Ephah_1:Midian_1:392,392,Ephah_1,son,Midian_1,explicit,GEN 25:4,
Midian_1:Epher_1:393,393,Midian_1,father,Epher_1,inferred,GEN 25:4,
Epher_1:Midian_1:394,394,Epher_1,son,Midian_1,explicit,GEN 25:4,
Midian_1:Hanoch_1:395,395,Midian_1,father,Hanoch_1,inferred,GEN 25:4,
Hanoch_1:Midian_1:396,396,Hanoch_1,son,Midian_1,explicit,GEN 25:4,
Midian_1:Abida_1:397,397,Midian_1,father,Abida_1,inferred,GEN 25:4,
Abida_1:Midian_1:398,398,Abida_1,son,Midian_1,explicit,GEN 25:4,
Midian_1:Eldaah_1:399,399,Midian_1,father,Eldaah_1,inferred,GEN 25:4,
Eldaah_1:Midian_1:400,400,Eldaah_1,son,Midian_1,explicit,GEN 25:4,
Ishmael_1:Nebaioth_1:401,401,Ishmael_1,father,Nebaioth_1,inferred,GEN 25:13,
Nebaioth_1:Ishmael_1:402,402,Nebaioth_1,son,Ishmael_1,explicit,GEN 25:13,
Ishmael_1:Kedar_1:403,403,Ishmael_1,father,Kedar_1,inferred,GEN 25:13,
Kedar_1:Ishmael_1:404,404,Kedar_1,son,Ishmael_1,explicit,GEN 25:13,
Ishmael_1:Adbeel_1:405,405,Ishmael_1,father,Adbeel_1,inferred,GEN 25:13,
Adbeel_1:Ishmael_1:406,406,Adbeel_1,son,Ishmael_1,explicit,GEN 25:13,
Ishmael_1:Mibsam_1:407,407,Ishmael_1,father,Mibsam_1,inferred,GEN 25:13,
Mibsam_1:Ishmael_1:408,408,Mibsam_1,son,Ishmael_1,explicit,GEN 25:13,
Ishmael_1:Mishma_1:409,409,Ishmael_1,father,Mishma_1,inferred,GEN 25:14,
Mishma_1:Ishmael_1:410,410,Mishma_1,son,Ishmael_1,explicit,GEN 25:14,
Ishmael_1:Dumah_1:411,411,Ishmael_1,father,Dumah_1,inferred,GEN 25:14,
Dumah_1:Ishmael_1:412,412,Dumah_1,son,Ishmael_1,explicit,GEN 25:14,
Ishmael_1:Massa_1:413,413,Ishmael_1,father,Massa_1,inferred,GEN 25:14,
Massa_1:Ishmael_1:414,414,Massa_1,son,Ishmael_1,explicit,GEN 25:14,
Ishmael_1:Hadad_1:415,415,Ishmael_1,father,Hadad_1,inferred,GEN 25:15,
Hadad_1:Ishmael_1:416,416,Hadad_1,son,Ishmael_1,explicit,GEN 25:15,
Ishmael_1:Tema_1:417,417,Ishmael_1,father,Tema_1,inferred,GEN 25:15,
Tema_1:Ishmael_1:418,418,Tema_1,son,Ishmael_1,explicit,GEN 25:15,
Ishmael_1:Jetur_1:419,419,Ishmael_1,father,Jetur_1,inferred,GEN 25:15,
Jetur_1:Ishmael_1:420,420,Jetur_1,son,Ishmael_1,explicit,GEN 25:15,
Ishmael_1:Naphish_1:421,421,Ishmael_1,father,Naphish_1,inferred,GEN 25:15,
Naphish_1:Ishmael_1:422,422,Naphish_1,son,Ishmael_1,explicit,GEN 25:15,
Ishmael_1:Kedemah_1:423,423,Ishmael_1,father,Kedemah_1,inferred,GEN 25:15,
Kedemah_1:Ishmael_1:424,424,Kedemah_1,son,Ishmael_1,explicit,GEN 25:15,
Isaac_1:Esau_1:425,425,Isaac_1,father,Esau_1,inferred,GEN 25:25,
Esau_1:Isaac_1:426,426,Esau_1,son,Isaac_1,inferred,GEN 25:25,
Isaac_1:Jacob_1:427,427,Isaac_1,father,Jacob_1,inferred,GEN 25:26,
Jacob_1:Isaac_1:428,428,Jacob_1,son,Isaac_1,inferred,GEN 25:26,
Rebekah_1:Esau_1:429,429,Rebekah_1,mother,Esau_1,explicit,GEN 25:25,
Esau_1:Rebekah_1:430,430,Esau_1,son,Rebekah_1,inferred,GEN 25:25,
Rebekah_1:Jacob_1:431,431,Rebekah_1,mother,Jacob_1,explicit,GEN 25:26,
Jacob_1:Rebekah_1:432,432,Jacob_1,son,Rebekah_1,inferred,GEN 25:26,
Esau_1:Judith_1:433,433,Esau_1,husband,Judith_1,inferred,GEN 26:34,
Judith_1:Esau_1:434,434,Judith_1,wife,Esau_1,inferred,GEN 26:34,
Beeri_1:Judith_1:435,435,Beeri_1,father,Judith_1,inferred,GEN 26:34,
Judith_1:Beeri_1:436,436,Judith_1,daughter,Beeri_1,explicit,GEN 26:34,
Esau_1:Basemath_1:437,437,Esau_1,husband,Basemath_1,inferred,GEN 26:34,
Basemath_1:Esau_1:438,438,Basemath_1,wife,Esau_1,inferred,GEN 26:34,
Elon_1:Basemath_1:439,439,Elon_1,father,Basemath_1,inferred,GEN 26:34,
Basemath_1:Elon_1:440,440,Basemath_1,daughter,Elon_1,explicit,GEN 26:34,
Heth_1:Beeri_1:441,441,Heth_1,ancestor,Beeri_1,explicit,GEN 26:34,
Beeri_1:Heth_1:442,442,Beeri_1,descendant,Heth_1,explicit,GEN 26:34,
Heth_1:Elon_1:443,443,Heth_1,ancestor,Elon_1,explicit,GEN 26:34,
Elon_1:Heth_1:444,444,Elon_1,descendant,Heth_1,explicit,GEN 26:34,
Esau_1:Mahalath_1:445,445,Esau_1,husband,Mahalath_1,inferred,GEN 28:9,
Mahalath_1:Esau_1:446,446,Mahalath_1,wife,Esau_1,explicit,GEN 28:9,
Ishmael_1:Mahalath_1:447,447,Ishmael_1,father,Mahalath_1,inferred,GEN 28:9,
Mahalath_1:Ishmael_1:448,448,Mahalath_1,daughter,Ishmael_1,explicit,GEN 28:9,
Mahalath_1:Nebaioth_1:449,449,Mahalath_1,sister,Nebaioth_1,explicit,GEN 28:9,
Nebaioth_1:Mahalath_1:450,450,Nebaioth_1,brother,Mahalath_1,inferred,GEN 28:9,
Laban_1:Rachel_1:451,451,Laban_1,father,Rachel_1,inferred,GEN 29:6,
Rachel_1:Laban_1:452,452,Rachel_1,daughter,Laban_1,explicit,GEN 29:6,
Laban_1:Leah_1:453,453,Laban_1,father,Leah_1,inferred,GEN 29:16,
Leah_1:Laban_1:454,454,Leah_1,daughter,Laban_1,explicit,GEN 29:16,
Leah_1:Rachel_1:455,455,Leah_1,sister,Rachel_1,inferred,GEN 29:16,
Rachel_1:Leah_1:456,456,Rachel_1,sister,Leah_1,inferred,GEN 29:16,
Leah_1:Zilpah_1:457,457,Leah_1,lady,Zilpah_1,inferred,GEN 29:24,
Zilpah_1:Leah_1:458,458,Zilpah_1,servant,Leah_1,explicit,GEN 29:24,
Rachel_1:Bilhah_1:459,459,Rachel_1,lady,Bilhah_1,inferred,GEN 29:28,
Bilhah_1:Rachel_1:460,460,Bilhah_1,servant,Rachel_1,explicit,GEN 29:28,
Jacob_1:Reuben_1:461,461,Jacob_1,father,Reuben_1,explicit,GEN 35:22,
Reuben_1:Jacob_1:462,462,Reuben_1,son,Jacob_1,inferred,GEN 29:32,
Leah_1:Reuben_1:463,463,Leah_1,mother,Reuben_1,inferred,GEN 29:32,
Reuben_1:Leah_1:464,464,Reuben_1,son,Leah_1,explicit,GEN 29:32,
Jacob_1:Simeon_1:465,465,Jacob_1,father,Simeon_1,inferred,GEN 35:22,
Simeon_1:Jacob_1:466,466,Simeon_1,son,Jacob_1,inferred,GEN 29:33,
Leah_1:Simeon_1:467,467,Leah_1,mother,Simeon_1,inferred,GEN 29:33,
Simeon_1:Leah_1:468,468,Simeon_1,son,Leah_1,explicit,GEN 29:33,
Reuben_1:Simeon_1:469,469,Reuben_1,brother,Simeon_1,inferred,GEN 29:33,
Simeon_1:Reuben_1:470,470,Simeon_1,brother,Reuben_1,inferred,GEN 29:33,
Jacob_1:Levi_1:471,471,Jacob_1,father,Levi_1,inferred,GEN 35:22,
Levi_1:Jacob_1:472,472,Levi_1,son,Jacob_1,inferred,GEN 29:34,
Leah_1:Levi_1:473,473,Leah_1,mother,Levi_1,inferred,GEN 29:34,
Levi_1:Leah_1:474,474,Levi_1,son,Leah_1,explicit,GEN 29:34,
Reuben_1:Levi_1:475,475,Reuben_1,brother,Levi_1,inferred,GEN 29:34,
Simeon_1:Levi_1:476,476,Simeon_1,brother,Levi_1,inferred,GEN 29:34,
Levi_1:Reuben_1:477,477,Levi_1,brother,Reuben_1,inferred,GEN 29:34,
Levi_1:Simeon_1:478,478,Levi_1,brother,Simeon_1,inferred,GEN 29:34,
Jacob_1:Judah_1:479,479,Jacob_1,father,Judah_1,inferred,GEN 35:22,
Judah_1:Jacob_1:480,480,Judah_1,son,Jacob_1,inferred,GEN 29:35,
Leah_1:Judah_1:481,481,Leah_1,mother,Judah_1,inferred,GEN 29:35,
Judah_1:Leah_1:482,482,Judah_1,son,Leah_1,explicit,GEN 29:35,
Reuben_1:Judah_1:483,483,Reuben_1,brother,Judah_1,inferred,GEN 29:35,
Simeon_1:Judah_1:484,484,Simeon_1,brother,Judah_1,inferred,GEN 29:35,
Levi_1:Judah_1:485,485,Levi_1,brother,Judah_1,inferred,GEN 29:35,
Judah_1:Reuben_1:486,486,Judah_1,brother,Reuben_1,inferred,GEN 29:35,
Judah_1:Simeon_1:487,487,Judah_1,brother,Simeon_1,inferred,GEN 29:35,
Judah_1:Levi_1:488,488,Judah_1,brother,Levi_1,inferred,GEN 29:35,
Jacob_1:Bilhah_1:489,489,Jacob_1,husband,Bilhah_1,inferred,GEN 30:4,
Bilhah_1:Jacob_1:490,490,Bilhah_1,wife,Jacob_1,explicit,GEN 30:4,
Jacob_1:Dan_1:491,491,Jacob_1,father,Dan_1,explicit,GEN 35:22,
Dan_1:Jacob_1:492,492,Dan_1,son,Jacob_1,inferred,GEN 30:6,
Bilhah_1:Dan_1:493,493,Bilhah_1,mother,Dan_1,inferred,GEN 30:6,
Dan_1:Bilhah_1:494,494,Dan_1,son,Bilhah_1,explicit,GEN 30:6,
Reuben_1:Dan_1:495,495,Reuben_1,half-brother,Dan_1,inferred,GEN 30:6,
Simeon_1:Dan_1:496,496,Simeon_1,half-brother,Dan_1,inferred,GEN 30:6,
Levi_1:Dan_1:497,497,Levi_1,half-brother,Dan_1,inferred,GEN 30:6,
Judah_1:Dan_1:498,498,Judah_1,half-brother,Dan_1,inferred,GEN 30:6,
Dan_1:Reuben_1:499,499,Dan_1,half-brother,Reuben_1,inferred,GEN 30:6,
Dan_1:Simeon_1:500,500,Dan_1,half-brother,Simeon_1,inferred,GEN 30:6,
Dan_1:Levi_1:501,501,Dan_1,half-brother,Levi_1,inferred,GEN 30:6,
Dan_1:Judah_1:502,502,Dan_1,half-brother,Judah_1,inferred,GEN 30:6,
Jacob_1:Naphtali_1:503,503,Jacob_1,father,Naphtali_1,explicit,GEN 35:22,
Naphtali_1:Jacob_1:504,504,Naphtali_1,son,Jacob_1,inferred,GEN 30:7,
Bilhah_1:Naphtali_1:505,505,Bilhah_1,mother,Naphtali_1,inferred,GEN 30:7,
Naphtali_1:Bilhah_1:506,506,Naphtali_1,son,Bilhah_1,explicit,GEN 30:7,
Reuben_1:Naphtali_1:507,507,Reuben_1,half-brother,Naphtali_1,inferred,GEN 30:7,
Simeon_1:Naphtali_1:508,508,Simeon_1,half-brother,Naphtali_1,inferred,GEN 30:7,
Levi_1:Naphtali_1:509,509,Levi_1,half-brother,Naphtali_1,inferred,GEN 30:7,
Judah_1:Naphtali_1:510,510,Judah_1,half-brother,Naphtali_1,inferred,GEN 30:7,
Dan_1:Naphtali_1:511,511,Dan_1,brother,Naphtali_1,inferred,GEN 30:7,
Naphtali_1:Reuben_1:512,512,Naphtali_1,half-brother,Reuben_1,inferred,GEN 30:7,
Naphtali_1:Simeon_1:513,513,Naphtali_1,half-brother,Simeon_1,inferred,GEN 30:7,
Naphtali_1:Levi_1:514,514,Naphtali_1,half-brother,Levi_1,inferred,GEN 30:7,
Naphtali_1:Judah_1:515,515,Naphtali_1,half-brother,Judah_1,inferred,GEN 30:7,
Naphtali_1:Dan_1:516,516,Naphtali_1,brother,Dan_1,inferred,GEN 30:7,
Jacob_1:Zilpah_1:517,517,Jacob_1,husband,Zilpah_1,inferred,GEN 30:9,
Zilpah_1:Jacob_1:518,518,Zilpah_1,wife,Jacob_1,explicit,GEN 30:9,
Jacob_1:Gad_1:519,519,Jacob_1,father,Gad_1,explicit,GEN 35:22,
Gad_1:Jacob_1:520,520,Gad_1,son,Jacob_1,inferred,GEN 30:11,
Zilpah_1:Gad_1:521,521,Zilpah_1,mother,Gad_1,inferred,GEN 30:11,
Gad_1:Zilpah_1:522,522,Gad_1,son,Zilpah_1,explicit,GEN 30:11,
Reuben_1:Gad_1:523,523,Reuben_1,half-brother,Gad_1,inferred,GEN 30:11,
Simeon_1:Gad_1:524,524,Simeon_1,half-brother,Gad_1,inferred,GEN 30:11,
Levi_1:Gad_1:525,525,Levi_1,half-brother,Gad_1,inferred,GEN 30:11,
Judah_1:Gad_1:526,526,Judah_1,half-brother,Gad_1,inferred,GEN 30:11,
Dan_1:Gad_1:527,527,Dan_1,half-brother,Gad_1,inferred,GEN 30:11,
Naphtali_1:Gad_1:528,528,Naphtali_1,half-brother,Gad_1,inferred,GEN 30:11,
Gad_1:Reuben_1:529,529,Gad_1,half-brother,Reuben_1,inferred,GEN 30:11,
Gad_1:Simeon_1:530,530,Gad_1,half-brother,Simeon_1,inferred,GEN 30:11,
Gad_1:Levi_1:531,531,Gad_1,half-brother,Levi_1,inferred,GEN 30:11,
Gad_1:Judah_1:532,532,Gad_1,half-brother,Judah_1,inferred,GEN 30:11,
Gad_1:Dan_1:533,533,Gad_1,half-brother,Dan_1,inferred,GEN 30:11,
Gad_1:Naphtali_1:534,534,Gad_1,half-brother,Naphtali_1,inferred,GEN 30:11,
Jacob_1:Asher_1:535,535,Jacob_1,father,Asher_1,explicit,GEN 35:22,
Asher_1:Jacob_1:536,536,Asher_1,son,Jacob_1,inferred,GEN 30:13,
Zilpah_1:Asher_1:537,537,Zilpah_1,mother,Asher_1,inferred,GEN 30:13,
Asher_1:Zilpah_1:538,538,Asher_1,son,Zilpah_1,explicit,GEN 30:13,
Reuben_1:Asher_1:539,539,Reuben_1,half-brother,Asher_1,inferred,GEN 30:13,
Simeon_1:Asher_1:540,540,Simeon_1,half-brother,Asher_1,inferred,GEN 30:13,
Levi_1:Asher_1:541,541,Levi_1,half-brother,Asher_1,inferred,GEN 30:13,
Judah_1:Asher_1:542,542,Judah_1,half-brother,Asher_1,inferred,GEN 30:13,
Dan_1:Asher_1:543,543,Dan_1,half-brother,Asher_1,inferred,GEN 30:13,
Naphtali_1:Asher_1:544,544,Naphtali_1,half-brother,Asher_1,inferred,GEN 30:13,
Gad_1:Asher_1:545,545,Gad_1,brother,Asher_1,inferred,GEN 30:13,
Asher_1:Reuben_1:546,546,Asher_1,half-brother,Reuben_1,inferred,GEN 30:13,
Asher_1:Simeon_1:547,547,Asher_1,half-brother,Simeon_1,inferred,GEN 30:13,
Asher_1:Levi_1:548,548,Asher_1,half-brother,Levi_1,inferred,GEN 30:13,
Asher_1:Judah_1:549,549,Asher_1,half-brother,Judah_1,inferred,GEN 30:13,
Asher_1:Dan_1:550,550,Asher_1,half-brother,Dan_1,inferred,GEN 30:13,
Asher_1:Naphtali_1:551,551,Asher_1,half-brother,Naphtali_1,inferred,GEN 30:13,
Asher_1:Gad_1:552,552,Asher_1,brother,Gad_1,inferred,GEN 30:13,
Jacob_1:Issachar_1:553,553,Jacob_1,father,Issachar_1,inferred,GEN 35:22,
Issachar_1:Jacob_1:554,554,Issachar_1,son,Jacob_1,explicit,GEN 30:18,
Leah_1:Issachar_1:555,555,Leah_1,mother,Issachar_1,explicit,GEN 30:18,
Issachar_1:Leah_1:556,556,Issachar_1,son,Leah_1,inferred,GEN 30:18,
Reuben_1:Issachar_1:557,557,Reuben_1,brother,Issachar_1,inferred,GEN 30:18,
Simeon_1:Issachar_1:558,558,Simeon_1,brother,Issachar_1,inferred,GEN 30:18,
Levi_1:Issachar_1:559,559,Levi_1,brother,Issachar_1,inferred,GEN 30:18,
Judah_1:Issachar_1:560,560,Judah_1,brother,Issachar_1,inferred,GEN 30:18,
Dan_1:Issachar_1:561,561,Dan_1,half-brother,Issachar_1,inferred,GEN 30:18,
Naphtali_1:Issachar_1:562,562,Naphtali_1,half-brother,Issachar_1,inferred,GEN 30:18,
Gad_1:Issachar_1:563,563,Gad_1,half-brother,Issachar_1,inferred,GEN 30:18,
Asher_1:Issachar_1:564,564,Asher_1,half-brother,Issachar_1,inferred,GEN 30:18,
Issachar_1:Reuben_1:565,565,Issachar_1,brother,Reuben_1,inferred,GEN 30:18,
Issachar_1:Simeon_1:566,566,Issachar_1,brother,Simeon_1,inferred,GEN 30:18,
Issachar_1:Levi_1:567,567,Issachar_1,brother,Levi_1,inferred,GEN 30:18,
Issachar_1:Judah_1:568,568,Issachar_1,brother,Judah_1,inferred,GEN 30:18,
Issachar_1:Dan_1:569,569,Issachar_1,half-brother,Dan_1,inferred,GEN 30:18,
Issachar_1:Naphtali_1:570,570,Issachar_1,half-brother,Naphtali_1,inferred,GEN 30:18,
Issachar_1:Gad_1:571,571,Issachar_1,half-brother,Gad_1,inferred,GEN 30:18,
Issachar_1:Asher_1:572,572,Issachar_1,half-brother,Asher_1,inferred,GEN 30:18,
Jacob_1:Zebulun_1:573,573,Jacob_1,father,Zebulun_1,inferred,GEN 35:22,
Zebulun_1:Jacob_1:574,574,Zebulun_1,son,Jacob_1,explicit,GEN 30:19,
Leah_1:Zebulun_1:575,575,Leah_1,mother,Zebulun_1,explicit,GEN 30:19,
Zebulun_1:Leah_1:576,576,Zebulun_1,son,Leah_1,inferred,GEN 30:19,
Reuben_1:Zebulun_1:577,577,Reuben_1,brother,Zebulun_1,inferred,GEN 30:19,
Simeon_1:Zebulun_1:578,578,Simeon_1,brother,Zebulun_1,inferred,GEN 30:19,
Levi_1:Zebulun_1:579,579,Levi_1,brother,Zebulun_1,inferred,GEN 30:19,
Judah_1:Zebulun_1:580,580,Judah_1,brother,Zebulun_1,inferred,GEN 30:19,
Dan_1:Zebulun_1:581,581,Dan_1,half-brother,Zebulun_1,inferred,GEN 30:19,
Naphtali_1:Zebulun_1:582,582,Naphtali_1,half-brother,Zebulun_1,inferred,GEN 30:19,
Gad_1:Zebulun_1:583,583,Gad_1,half-brother,Zebulun_1,inferred,GEN 30:19,
Asher_1:Zebulun_1:584,584,Asher_1,half-brother,Zebulun_1,inferred,GEN 30:19,
Issachar_1:Zebulun_1:585,585,Issachar_1,brother,Zebulun_1,inferred,GEN 30:19,
Zebulun_1:Reuben_1:586,586,Zebulun_1,brother,Reuben_1,inferred,GEN 30:19,
Zebulun_1:Simeon_1:587,587,Zebulun_1,brother,Simeon_1,inferred,GEN 30:19,
Zebulun_1:Levi_1:588,588,Zebulun_1,brother,Levi_1,inferred,GEN 30:19,
Zebulun_1:Judah_1:589,589,Zebulun_1,brother,Judah_1,inferred,GEN 30:19,
